6978	0
6979	1
6980	1
6981	1
6982	1
6983	0
6984	0
6985	1
6986	1
6987	0
6988	0
6989	1
6990	0
6991	1
6992	0
6993	1
6994	0
6995	1
6996	1
6997	0
6998	1
6999	1
7000	1
7001	1
7002	0
7003	1
7004	1
7005	0
7006	1
7007	1
7008	0
7009	1
7010	0
7011	0
7012	0
7013	1
7014	0
7015	0
7016	1
7017	1
7018	1
7019	1
7020	0
7021	1
7022	1
7023	1
7024	0
7025	1
7026	1
7027	0
7028	0
7029	1
7030	1
7031	0
7032	0
7033	1
7034	1
7035	0
7036	1
7037	0
7038	0
7039	0
7040	0
7041	1
7042	0
7043	0
7044	0
7045	0
7046	0
7047	0
7048	0
7049	1
7050	0
7051	1
7052	1
7053	1
7054	1
7055	1
7056	1
7057	0
7058	0
7059	1
7060	0
7061	0
7062	0
7063	1
7064	1
7065	1
7066	0
7067	1
7068	1
7069	0
7070	1
7071	0
7072	0
7073	0
7074	0
7075	0
7076	0
7077	0
7078	1
7079	1
7080	0
7081	1
7082	1
7083	1
7084	0
7085	0
7086	0
7087	0
7088	0
7089	0
7090	1
7091	1
7092	1
7093	1
7094	1
7095	1
7096	0
7097	0
7098	0
7099	1
7100	1
7101	0
7102	1
7103	1
7104	1
7105	0
7106	0
7107	0
7108	1
7109	1
7110	1
7111	1
7112	0
7113	0
7114	0
7115	0
7116	1
7117	1
7118	1
7119	1
7120	1
7121	0
7122	0
7123	1
7124	0
7125	1
7126	0
7127	1
7128	0
7129	0
7130	1
7131	1
7132	0
7133	1
7134	0
7135	0
7136	1
7137	1
7138	1
7139	0
7140	1
7141	0
7142	0
7143	0
7144	0
7145	1
7146	0
7147	0
7148	1
7149	0
7150	1
7151	0
7152	1
7153	1
7154	1
7155	0
7156	1
7157	0
7158	1
7159	1
7160	1
7161	0
7162	0
7163	0
7164	0
7165	1
7166	0
7167	1
7168	0
7169	0
7170	1
7171	0
7172	0
7173	1
7174	1
7175	1
7176	0
7177	1
7178	1
7179	0
7180	1
7181	0
7182	1
7183	1
7184	0
7185	1
7186	1
7187	0
7188	1
7189	1
7190	1
7191	1
7192	0
7193	0
7194	0
7195	0
7196	1
7197	1
7198	0
7199	0
7200	0
7201	1
7202	0
7203	1
7204	1
7205	1
7206	0
7207	1
7208	0
7209	1
7210	0
7211	0
7212	0
7213	1
7214	0
7215	0
7216	0
7217	1
7218	1
7219	0
7220	1
7221	0
7222	0
7223	0
7224	0
7225	1
7226	1
7227	0
7228	0
7229	0
7230	0
7231	1
7232	0
7233	1
7234	1
7235	1
7236	1
7237	0
7238	1
7239	0
7240	0
7241	1
7242	0
7243	1
7244	0
7245	0
7246	0
7247	1
7248	0
7249	0
7250	0
7251	0
7252	0
7253	0
7254	0
7255	0
7256	1
7257	0
7258	1
7259	0
7260	0
7261	1
7262	0
7263	0
7264	1
7265	1
7266	0
7267	1
7268	1
7269	0
7270	0
7271	0
7272	1
7273	0
7274	0
7275	0
7276	0
7277	0
7278	1
7279	0
7280	1
7281	1
7282	1
7283	1
7284	0
7285	1
7286	0
7287	1
7288	0
7289	0
7290	1
7291	0
7292	1
7293	0
7294	1
7295	0
7296	0
7297	1
7298	0
7299	0
7300	1
7301	0
7302	1
7303	0
7304	1
7305	1
7306	1
7307	0
7308	1
7309	1
7310	0
7311	0
7312	1
7313	1
7314	1
7315	1
7316	1
7317	0
7318	0
7319	1
7320	0
7321	0
7322	0
7323	0
7324	1
7325	0
7326	1
7327	1
7328	0
7329	0
7330	1
7331	0
7332	1
7333	0
7334	1
7335	1
7336	1
7337	0
7338	1
7339	0
7340	1
7341	0
7342	0
7343	0
7344	1
7345	0
7346	1
7347	1
7348	1
7349	0
7350	0
7351	1
7352	0
7353	1
7354	1
7355	0
7356	1
7357	1
7358	0
7359	0
7360	1
7361	1
7362	0
7363	1
7364	0
7365	0
7366	0
7367	1
7368	0
7369	0
7370	0
7371	1
7372	0
7373	1
7374	1
7375	0
7376	1
7377	1
7378	0
7379	0
7380	0
7381	0
7382	1
7383	1
7384	0
7385	1
7386	1
7387	0
7388	0
7389	0
7390	1
7391	1
7392	1
7393	0
7394	1
7395	0
7396	1
7397	1
7398	0
7399	1
7400	1
7401	0
7402	0
7403	0
7404	1
7405	0
7406	0
7407	1
7408	0
7409	1
7410	1
7411	1
7412	1
7413	0
7414	1
7415	1
7416	1
7417	1
7418	1
7419	0
7420	1
7421	1
7422	1
7423	1
7424	1
7425	0
7426	0
7427	0
7428	1
7429	1
7430	0
7431	0
7432	1
7433	0
7434	1
7435	1
7436	0
7437	1
7438	0
7439	0
7440	0
7441	1
7442	0
7443	1
7444	0
7445	1
7446	1
7447	0
7448	1
7449	0
7450	0
7451	0
7452	1
7453	0
7454	1
7455	0
7456	1
7457	1
7458	0
7459	1
7460	1
7461	1
7462	0
7463	1
7464	1
7465	1
7466	1
7467	0
7468	1
7469	0
7470	0
7471	0
7472	0
7473	1
7474	0
7475	1
7476	1
7477	0
7478	1
7479	0
7480	0
7481	1
7482	1
7483	1
7484	0
7485	0
7486	1
7487	1
7488	0
7489	0
7490	1
7491	0
7492	0
7493	0
7494	1
7495	0
7496	1
7497	0
7498	1
7499	1
7500	0
7501	0
7502	0
7503	0
7504	1
7505	0
7506	1
7507	0
7508	1
7509	0
7510	0
7511	1
7512	1
7513	0
7514	0
7515	1
7516	0
7517	0
7518	1
7519	0
7520	0
7521	0
7522	0
7523	1
7524	0
7525	0
7526	1
7527	0
7528	1
7529	1
7530	0
7531	0
7532	1
7533	1
7534	1
7535	0
7536	0
7537	0
7538	0
7539	1
7540	1
7541	0
7542	0
7543	0
7544	0
7545	0
7546	1
7547	0
7548	0
7549	1
7550	1
7551	1
7552	1
7553	0
7554	1
7555	1
7556	1
7557	0
7558	1
7559	0
7560	0
7561	1
7562	1
7563	0
7564	0
7565	1
7566	0
7567	1
7568	0
7569	1
7570	0
7571	0
7572	0
7573	0
7574	0
7575	1
7576	0
7577	1
7578	1
7579	1
7580	1
7581	0
7582	0
7583	0
7584	1
7585	0
7586	0
7587	0
7588	1
7589	1
7590	0
7591	0
7592	1
7593	1
7594	0
7595	1
7596	1
7597	1
7598	0
7599	0
7600	0
7601	0
7602	1
7603	0
7604	0
7605	0
7606	1
7607	0
7608	1
7609	0
7610	0
7611	1
7612	1
7613	0
7614	1
7615	1
7616	0
7617	0
7618	1
7619	1
7620	1
7621	0
7622	1
7623	0
7624	1
7625	1
7626	1
7627	1
7628	1
